# surface_flux.csv —— 问题 1 表面量分项（fig14 的唯一数据源）
# 口径：j_w=rho_d,s*h_m*(U_s-C_env) [kg 水/(m²·s)]，正=脱湿；h_m=8e-7 m/s（附录2 延用）
# rho_d,s=(650+128*U_s)/(1+U_s) [kg/m³]（附录2 湿密度 ρ=650+128C 除以 1+C，同 latent_scenario.py 口径）
# D_s=D_附2(C_s)=7e-9*exp(-0.89/C_s) [m²/s]；C_env 为附件1 环境水分（线性插值到 1 s 网格）
# 生成：python plot_all.py fig14
t_s,Cs_kg_kg,Ts_K,rho_d_s_kg_m3,j_w_kg_m2_s,D_s_m2_s,C_env_kg_kg
1769,1.516880,309.7571,335.3996,3.981979e-04,3.892998e-09,0.032838
1770,1.516665,309.7629,335.4174,3.981591e-04,3.892673e-09,0.032845
1771,1.516449,309.7687,335.4352,3.981203e-04,3.892348e-09,0.032852
1772,1.516233,309.7745,335.4529,3.980815e-04,3.892024e-09,0.032860
1773,1.516018,309.7803,335.4707,3.980428e-04,3.891699e-09,0.032868
1774,1.515802,309.7860,335.4885,3.980040e-04,3.891374e-09,0.032875
1775,1.515587,309.7918,335.5062,3.979653e-04,3.891050e-09,0.032883
1776,1.515372,309.7976,335.5240,3.979266e-04,3.890725e-09,0.032890
1777,1.515157,309.8034,335.5417,3.978879e-04,3.890401e-09,0.032898
1778,1.514942,309.8091,335.5595,3.978492e-04,3.890076e-09,0.032905
1779,1.514727,309.8149,335.5772,3.978105e-04,3.889752e-09,0.032913
1780,1.514512,309.8207,335.5950,3.977718e-04,3.889428e-09,0.032920
1781,1.514297,309.8264,335.6127,3.977332e-04,3.889104e-09,0.032928
1782,1.514083,309.8322,335.6304,3.976945e-04,3.888780e-09,0.032935
1783,1.513868,309.8380,335.6481,3.976559e-04,3.888456e-09,0.032942
1784,1.513654,309.8437,335.6658,3.976173e-04,3.888132e-09,0.032950
1785,1.513439,309.8495,335.6836,3.975787e-04,3.887808e-09,0.032958
1786,1.513225,309.8552,335.7013,3.975401e-04,3.887485e-09,0.032965
1787,1.513011,309.8610,335.7190,3.975015e-04,3.887161e-09,0.032973
1788,1.512797,309.8667,335.7367,3.974630e-04,3.886837e-09,0.032980
1789,1.512583,309.8725,335.7543,3.974244e-04,3.886514e-09,0.032988
1790,1.512369,309.8782,335.7720,3.973859e-04,3.886191e-09,0.032995
1791,1.512155,309.8840,335.7897,3.973474e-04,3.885867e-09,0.033003
1792,1.511941,309.8897,335.8074,3.973089e-04,3.885544e-09,0.033010
1793,1.511728,309.8954,335.8251,3.972704e-04,3.885221e-09,0.033018
1794,1.511514,309.9012,335.8427,3.972319e-04,3.884898e-09,0.033025
1795,1.511301,309.9069,335.8604,3.971935e-04,3.884575e-09,0.033032
1796,1.511088,309.9126,335.8781,3.971550e-04,3.884252e-09,0.033040
1797,1.510874,309.9184,335.8957,3.971166e-04,3.883929e-09,0.033048
1798,1.510661,309.9241,335.9134,3.970781e-04,3.883606e-09,0.033055
1799,1.510448,309.9298,335.9310,3.970397e-04,3.883284e-09,0.033063
1800,1.510235,309.9356,335.9486,3.970013e-04,3.882961e-09,0.033070
